Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name,Last common ancestor with Mouse,Mouse homology type,%id. target Mouse gene identical to query gene,%id. query gene identical to target Mouse gene,Mouse Gene-order conservation score,Mouse Whole-genome alignment coverage,"Mouse orthology confidence [0 low, 1 high]"
ENSG00000125848,FLRT3,ENSMUSG00000051379,Flrt3,Euarchontoglires,ortholog_one2one,96.302,96.302,100,100.00,1
ENSG00000101463,SYNDIG1,ENSMUSG00000074736,Syndig1,Boreoeutheria,ortholog_one2one,93.0233,93.0233,75,100.00,1
ENSG00000101323,HAO1,ENSMUSG00000027261,Hao1,Euarchontoglires,ortholog_one2one,89.4595,89.4595,100,100.00,1
ENSG00000102804,TSC22D1,ENSMUSG00000022010,Tsc22d1,Boreoeutheria,ortholog_one2one,86.0205,85.701,100,100.00,1
ENSG00000088930,XRN2,ENSMUSG00000027433,Xrn2,Euarchontoglires,ortholog_one2one,96.1053,96.0042,100,100.00,1
ENSG00000150893,FREM2,ENSMUSG00000037016,Frem2,Euarchontoglires,ortholog_one2one,88.1351,88.3861,100,100.00,1
ENSG00000125772,GPCPD1,ENSMUSG00000027346,Gpcpd1,Euarchontoglires,ortholog_one2one,92.7083,92.2963,100,100.00,1
ENSG00000136111,TBC1D4,ENSMUSG00000033083,Tbc1d4,Euarchontoglires,ortholog_one2one,90.2157,89.6631,100,100.00,1
ENSG00000125870,SNRPB2,ENSMUSG00000008333,Snrpb2,Eutheria,ortholog_one2one,96,96,100,100.00,1
ENSG00000077984,CST7,ENSMUSG00000068129,Cst7,Euarchontoglires,ortholog_one2one,71.0345,71.5278,100,100.00,1
ENSG00000136158,SPRY2,ENSMUSG00000022114,Spry2,Euarchontoglires,ortholog_one2one,96.5079,96.5079,100,100.00,1
ENSG00000120686,UFM1,ENSMUSG00000027746,Ufm1,Euarchontoglires,ortholog_one2one,100,100,100,100.00,1
ENSG00000101474,APMAP,ENSMUSG00000033096,Apmap,Euarchontoglires,ortholog_one2one,89.4231,89.6386,100,100.00,1
ENSG00000125864,BFSP1,ENSMUSG00000027420,Bfsp1,Euarchontoglires,ortholog_one2one,67.218,66.8161,100,100.00,1
ENSG00000276644,DACH1,ENSMUSG00000055639,Dach1,Boreoeutheria,ortholog_one2one,96.1756,90.4128,100,100.00,1
ENSG00000149435,GGTLC1,ENSMUSG00000006345,Ggt1,Eutheria,ortholog_one2many,76.8889,30.4577,0,72.21,0
ENSG00000102554,KLF5,ENSMUSG00000005148,Klf5,Boreoeutheria,ortholog_one2one,89.2779,91.4798,100,100.00,1
ENSG00000125868,DSTN,ENSMUSG00000015932,Dstn,Theria,ortholog_one2one,95.7576,95.7576,100,100.00,1
ENSG00000174015,CBY2,ENSMUSG00000034913,Cby2,Boreoeutheria,ortholog_one2one,78.7946,79.148,100,100.00,1
ENSG00000125834,STK35,ENSMUSG00000037885,Stk35,Euarchontoglires,ortholog_one2one,87.8277,87.013,50,100.00,1
ENSG00000088451,TGDS,ENSMUSG00000022130,Tgds,Eutheria,ortholog_one2one,91.1429,89.8592,100,100.00,1
ENSG00000215397,SCRT2,ENSMUSG00000060257,Scrt2,Euarchontoglires,ortholog_one2one,92.1824,90.9968,100,100.00,1
ENSG00000198646,NCOA6,ENSMUSG00000038369,Ncoa6,Euarchontoglires,ortholog_one2one,91.5172,91.2518,100,100.00,1
ENSG00000102755,FLT1,ENSMUSG00000029648,Flt1,Euarchontoglires,ortholog_one2one,81.6891,81.9955,100,100.00,1
ENSG00000198445,CCT8L2,ENSMUSG00000038044,Cct8l1,Euarchontoglires,ortholog_one2one,63.1957,62.6335,0,100.00,1
ENSG00000088782,DEFB127,ENSMUSG00000027468,Defb22,Eutheria,ortholog_many2many,19.1919,10.6145,75,0.00,0
ENSG00000172296,SPTLC3,ENSMUSG00000039092,Sptlc3,Euarchontoglires,ortholog_one2one,70.2899,68.9165,100,99.90,1
ENSG00000278558,TMEM191B,ENSMUSG00000055692,Tmem191c,Euarchontoglires,ortholog_one2many,53.1792,60.9272,0,98.98,1
ENSG00000131069,ACSS2,ENSMUSG00000027605,Acss2,Euarchontoglires,ortholog_one2one,93.5806,91.8767,100,100.00,1
ENSG00000134882,UBAC2,ENSMUSG00000041765,Ubac2,Euarchontoglires,ortholog_one2one,89.2442,88.9855,100,100.00,1
ENSG00000133119,RFC3,ENSMUSG00000033970,Rfc3,Euarchontoglires,ortholog_one2one,97.191,97.191,0,100.00,1
ENSG00000274252,GGTLC3,ENSMUSG00000006345,Ggt1,Eutheria,ortholog_one2many,74.6667,29.5775,0,71.53,0
ENSG00000080166,DCT,ENSMUSG00000022129,Dct,Euarchontoglires,ortholog_one2one,82.659,82.9787,100,100.00,1
ENSG00000152192,POU4F1,ENSMUSG00000048349,Pou4f1,Euarchontoglires,ortholog_one2one,99.5227,99.0499,100,100.00,1
ENSG00000125304,TM9SF2,ENSMUSG00000025544,Tm9sf2,Euarchontoglires,ortholog_one2one,95.6259,95.7704,100,100.00,1
ENSG00000139737,SLAIN1,ENSMUSG00000055717,Slain1,Eutheria,ortholog_one2one,85.4237,87.0466,100,100.00,1
ENSG00000275793,RIMBP3,ENSMUSG00000071636,Rimbp3,Euarchontoglires,ortholog_one2many,62.9042,64.1968,0,100.00,1
ENSG00000215547,DEFB115,ENSMUSG00000074679,Defb28,Euarchontoglires,ortholog_one2one,50,49.4382,50,98.34,0
ENSG00000182957,SPATA13,ENSMUSG00000021990,Spata13,Euarchontoglires,ortholog_one2one,70.7126,72.5884,25,100.00,1
ENSG00000099917,MED15,ENSMUSG00000012114,Med15,Euarchontoglires,ortholog_one2one,91.6244,91.5082,50,100.00,1
ENSG00000078804,TP53INP2,ENSMUSG00000038375,Trp53inp2,Euarchontoglires,ortholog_one2one,85.9091,85.5204,100,100.00,1
ENSG00000101384,JAG1,ENSMUSG00000027276,Jag1,Euarchontoglires,ortholog_one2one,96.5517,96.5517,100,100.00,1
ENSG00000154646,TMPRSS15,ENSMUSG00000022857,Tmprss15,Euarchontoglires,ortholog_one2one,75.0736,71.5622,100,99.20,1
ENSG00000089057,SLC23A2,ENSMUSG00000027340,Slc23a2,Euarchontoglires,ortholog_one2one,94.6154,94.9074,100,100.00,1
ENSG00000188811,NHLRC3,ENSMUSG00000042997,Nhlrc3,Euarchontoglires,ortholog_one2one,82.9971,82.9971,100,100.00,1
ENSG00000211677,IGLC2,ENSMUSG00000105547,Iglc3,Boreoeutheria,ortholog_many2many,63.2075,63.8095,0,0.00,0
ENSG00000211677,IGLC2,ENSMUSG00000106039,Iglc4,Boreoeutheria,ortholog_many2many,66.0377,67.3077,0,100.00,1
ENSG00000211677,IGLC2,ENSMUSG00000105906,Iglc1,Boreoeutheria,ortholog_many2many,71.6981,71.6981,0,0.00,0
ENSG00000211677,IGLC2,ENSMUSG00000076937,Iglc2,Boreoeutheria,ortholog_many2many,61.3208,61.9048,0,0.00,0
ENSG00000254709,IGLL5,ENSMUSG00000105547,Iglc3,Boreoeutheria,ortholog_many2many,31.7757,64.7619,0,0.00,0
ENSG00000254709,IGLL5,ENSMUSG00000106039,Iglc4,Boreoeutheria,ortholog_many2many,32.243,66.3462,0,0.00,0
ENSG00000254709,IGLL5,ENSMUSG00000105906,Iglc1,Boreoeutheria,ortholog_many2many,35.0467,70.7547,0,0.00,0
ENSG00000254709,IGLL5,ENSMUSG00000076937,Iglc2,Boreoeutheria,ortholog_many2many,31.7757,64.7619,0,89.26,0
ENSG00000184792,OSBP2,ENSMUSG00000020435,Osbp2,Euarchontoglires,ortholog_one2one,82.4236,83.1498,100,100.00,1
ENSG00000154639,CXADR,ENSMUSG00000022865,Cxadr,Euarchontoglires,ortholog_one2one,89.863,89.863,100,100.00,1
ENSG00000102837,OLFM4,ENSMUSG00000022026,Olfm4,Boreoeutheria,ortholog_one2one,70.1961,66.5427,100,100.00,1
ENSG00000101435,CST9L,ENSMUSG00000027445,Cst9,Euarchontoglires,ortholog_one2many,44.2177,47.4453,0,0.00,0
ENSG00000101435,CST9L,ENSMUSG00000027446,Cstdc2,Euarchontoglires,ortholog_one2many,37.415,41.3534,100,100.00,0
ENSG00000065150,IPO5,ENSMUSG00000030662,Ipo5,Euarchontoglires,ortholog_one2one,98.268,98.268,100,100.00,1
ENSG00000089123,TASP1,ENSMUSG00000039033,Tasp1,Euarchontoglires,ortholog_one2one,94.5238,94.5238,100,100.00,1
ENSG00000170191,NANP,ENSMUSG00000053916,Nanp,Euarchontoglires,ortholog_one2one,93.9516,93.9516,50,100.00,1
ENSG00000156253,RWDD2B,ENSMUSG00000041079,Rwdd2b,Euarchontoglires,ortholog_one2one,74.6081,82.069,50,96.74,1
ENSG00000132792,CTNNBL1,ENSMUSG00000027649,Ctnnbl1,Euarchontoglires,ortholog_one2one,96.0924,96.0924,100,100.00,1
ENSG00000139734,DIAPH3,ENSMUSG00000022021,Diaph3,Euarchontoglires,ortholog_one2one,82.7326,84.2869,100,99.65,1
ENSG00000180205,WFDC9,ENSMUSG00000074594,Wfdc9,Euarchontoglires,ortholog_one2one,51.6854,55.4217,100,100.00,1
ENSG00000149639,SOGA1,ENSMUSG00000055485,Soga1,Euarchontoglires,ortholog_one2one,91.3907,91.7775,100,100.00,1
ENSG00000128218,VPREB3,ENSMUSG00000000903,Vpreb3,Euarchontoglires,ortholog_one2one,58.5366,55.3846,50,92.41,1
ENSG00000180305,WFDC10A,ENSMUSG00000070529,Wfdc10,Euarchontoglires,ortholog_one2one,48.1013,30.6452,100,100.00,0
ENSG00000185666,SYN3,ENSMUSG00000059602,Syn3,Euarchontoglires,ortholog_one2one,92.2414,92.4007,75,100.00,1
ENSG00000142207,URB1,ENSMUSG00000039929,Urb1,Euarchontoglires,ortholog_one2one,76.31,76.1089,100,100.00,1
ENSG00000101445,PPP1R16B,ENSMUSG00000037754,Ppp1r16b,Euarchontoglires,ortholog_one2one,96.4727,96.3028,100,100.00,1
ENSG00000149633,KIAA1755,ENSMUSG00000037813,D630003M21Rik,Euarchontoglires,ortholog_one2one,64.3333,65.0379,100,100.00,1
ENSG00000099985,OSM,ENSMUSG00000058755,Osm,Euarchontoglires,ortholog_one2one,46.8254,44.8669,100,98.69,0
ENSG00000154721,JAM2,ENSMUSG00000053062,Jam2,Euarchontoglires,ortholog_one2one,75.1678,69.5652,100,96.91,1
ENSG00000130684,ZNF337,ENSMUSG00000055150,Zfp78,Bilateria,ortholog_many2many,22.5033,33.0078,0,0.00,0
ENSG00000185721,DRG1,ENSMUSG00000020457,Drg1,Euarchontoglires,ortholog_one2one,99.7275,99.7275,100,100.00,1
ENSG00000101452,DHX35,ENSMUSG00000027655,Dhx35,Euarchontoglires,ortholog_one2one,95.0213,95.0213,100,100.00,1
ENSG00000156256,USP16,ENSMUSG00000025616,Usp16,Euarchontoglires,ortholog_one2one,82.8676,82.6667,100,100.00,1
ENSG00000176635,HORMAD2,ENSMUSG00000020419,Hormad2,Eutheria,ortholog_one2one,76.5472,76.7974,100,100.00,1
ENSG00000100225,FBXO7,ENSMUSG00000001786,Fbxo7,Euarchontoglires,ortholog_one2one,73.1801,73.0402,100,100.00,1
ENSG00000118946,PCDH17,ENSMUSG00000035566,Pcdh17,Euarchontoglires,ortholog_one2one,98.1018,98.2714,100,100.00,1
ENSG00000136160,EDNRB,ENSMUSG00000022122,Ednrb,Euarchontoglires,ortholog_one2one,88.914,88.914,100,100.00,1
ENSG00000124191,TOX2,ENSMUSG00000074607,Tox2,Euarchontoglires,ortholog_one2one,88.1423,81.5357,100,100.00,1
ENSG00000156282,CLDN17,ENSMUSG00000055811,Cldn17,Euarchontoglires,ortholog_one2one,81.6964,81.6964,100,100.00,1
ENSG00000166265,CYYR1,ENSMUSG00000041134,Cyyr1,Eutheria,ortholog_one2one,82.5806,77.5758,100,100.00,1
ENSG00000243927,MRPS6,ENSMUSG00000039680,Mrps6,Euarchontoglires,ortholog_one2one,85.6,85.6,100,100.00,1
ENSG00000100365,NCF4,ENSMUSG00000071715,Ncf4,Euarchontoglires,ortholog_one2one,86.7257,86.7257,75,100.00,1
ENSG00000152484,USP12,ENSMUSG00000029640,Usp12,Theria,ortholog_one2one,98.3784,98.3784,100,100.00,1
ENSG00000188694,KRTAP24-1,ENSMUSG00000050239,Krtap24-1,Euarchontoglires,ortholog_one2one,59.0551,60.4839,100,100.00,1
ENSG00000064655,EYA2,ENSMUSG00000017897,Eya2,Euarchontoglires,ortholog_one2one,87.9182,88.9098,100,100.00,1
ENSG00000198743,SLC5A3,ENSMUSG00000089774,Slc5a3,Euarchontoglires,ortholog_one2one,93.8719,93.8719,100,100.00,1
ENSG00000120688,WBP4,ENSMUSG00000022023,Wbp4,Euarchontoglires,ortholog_one2one,78.1915,78.1915,75,100.00,1
ENSG00000159259,CHAF1B,ENSMUSG00000022945,Chaf1b,Euarchontoglires,ortholog_one2one,83.8998,81.993,100,100.00,1
ENSG00000180440,SERTM1,ENSMUSG00000056306,Sertm1,Eutheria,ortholog_one2one,96.2617,96.2617,100,100.00,1
ENSG00000125285,SOX21,ENSMUSG00000061517,Sox21,Boreoeutheria,ortholog_one2one,99.6377,99.6377,100,100.00,1
ENSG00000139514,SLC7A1,ENSMUSG00000041313,Slc7a1,Euarchontoglires,ortholog_one2one,86.6455,87.6206,100,100.00,1
ENSG00000156304,SCAF4,ENSMUSG00000022983,Scaf4,Euarchontoglires,ortholog_one2one,89.3636,84.7808,100,98.30,1
ENSG00000088386,SLC15A1,ENSMUSG00000025557,Slc15a1,Euarchontoglires,ortholog_one2one,85.0283,84.9083,100,100.00,1
ENSG00000198089,SFI1,ENSMUSG00000023764,Sfi1,Euarchontoglires,ortholog_one2one,63.3655,64.7204,25,98.68,1
ENSG00000180083,WFDC11,ENSMUSG00000078940,Wfdc11,Euarchontoglires,ortholog_one2one,47.1264,50,100,92.38,0
ENSG00000062598,ELMO2,ENSMUSG00000017670,Elmo2,Eutheria,ortholog_one2one,91.5278,82.5815,100,98.66,1
ENSG00000156261,CCT8,ENSMUSG00000025613,Cct8,Eutheria,ortholog_one2one,96.8978,96.8978,100,100.00,1
ENSG00000150907,FOXO1,ENSMUSG00000044167,Foxo1,Euarchontoglires,ortholog_one2one,92.5191,92.9448,50,100.00,1
ENSG00000136152,COG3,ENSMUSG00000034893,Cog3,Euarchontoglires,ortholog_one2one,95.7729,95.7729,75,100.00,1
ENSG00000136141,LRCH1,ENSMUSG00000068015,Lrch1,Euarchontoglires,ortholog_one2one,76.2778,82.0874,100,100.00,1
ENSG00000154654,NCAM2,ENSMUSG00000022762,Ncam2,Eutheria,ortholog_one2one,93.4289,93.4289,100,100.00,1
ENSG00000152749,GPR180,ENSMUSG00000022131,Gpr180,Eutheria,ortholog_one2one,86.8182,86.6213,100,100.00,1
ENSG00000198862,LTN1,ENSMUSG00000052299,Ltn1,Euarchontoglires,ortholog_one2one,85.2775,85.2292,75,100.00,1
ENSG00000102543,CDADC1,ENSMUSG00000021982,Cdadc1,Euarchontoglires,ortholog_one2one,88.716,86.8571,50,99.47,1
ENSG00000100346,CACNA1I,ENSMUSG00000022416,Cacna1i,Eutheria,ortholog_one2one,91.0931,92.0873,100,99.82,1
ENSG00000198959,TGM2,ENSMUSG00000037820,Tgm2,Eutheria,ortholog_one2one,84.1339,84.2566,100,100.00,1
ENSG00000125257,ABCC4,ENSMUSG00000032849,Abcc4,Boreoeutheria,ortholog_one2one,87.0943,87.0943,100,100.00,1
ENSG00000142192,APP,ENSMUSG00000022892,App,Euarchontoglires,ortholog_one2one,96.6234,96.6234,100,100.00,1
ENSG00000042062,RIPOR3,ENSMUSG00000074577,Ripor3,Eutheria,ortholog_one2one,75.6842,76.6525,100,99.98,1
ENSG00000158480,SPATA2,ENSMUSG00000047030,Spata2,Euarchontoglires,ortholog_one2one,84.6154,85.4369,100,100.00,1
ENSG00000101447,FAM83D,ENSMUSG00000027654,Fam83d,Euarchontoglires,ortholog_one2one,77.4359,77.4359,100,100.00,1
ENSG00000197496,SLC2A10,ENSMUSG00000027661,Slc2a10,Euarchontoglires,ortholog_one2one,77.4492,78.1716,100,99.80,1
ENSG00000158445,KCNB1,ENSMUSG00000050556,Kcnb1,Euarchontoglires,ortholog_one2one,93.7063,93.8156,100,100.00,1
ENSG00000124249,KCNK15,ENSMUSG00000035238,Kcnk15,Euarchontoglires,ortholog_one2one,73.6364,70.8455,100,100.00,1
ENSG00000149654,CDH22,ENSMUSG00000053166,Cdh22,Eutheria,ortholog_one2one,92.7536,94.4649,100,100.00,1
ENSG00000124226,RNF114,ENSMUSG00000006418,Rnf114,Euarchontoglires,ortholog_one2one,89.9123,89.5197,100,100.00,1
ENSG00000080189,SLC35C2,ENSMUSG00000017664,Slc35c2,Euarchontoglires,ortholog_one2one,94.7945,95.0549,100,100.00,1
ENSG00000100354,TNRC6B,ENSMUSG00000047888,Tnrc6b,Euarchontoglires,ortholog_one2one,93.0715,94.2541,100,100.00,1
ENSG00000083520,DIS3,ENSMUSG00000033166,Dis3,Euarchontoglires,ortholog_one2one,91.1273,91.1273,100,100.00,1
ENSG00000211679,IGLC3,ENSMUSG00000105547,Iglc3,Boreoeutheria,ortholog_many2many,63.2075,63.8095,0,0.00,0
ENSG00000211679,IGLC3,ENSMUSG00000106039,Iglc4,Boreoeutheria,ortholog_many2many,66.0377,67.3077,0,0.00,0
ENSG00000211679,IGLC3,ENSMUSG00000105906,Iglc1,Boreoeutheria,ortholog_many2many,71.6981,71.6981,0,100.00,1
ENSG00000211679,IGLC3,ENSMUSG00000076937,Iglc2,Boreoeutheria,ortholog_many2many,61.3208,61.9048,0,0.00,0
ENSG00000100100,PIK3IP1,ENSMUSG00000034614,Pik3ip1,Euarchontoglires,ortholog_one2one,79.0875,78.7879,100,100.00,1
ENSG00000211675,IGLC1,ENSMUSG00000105547,Iglc3,Boreoeutheria,ortholog_many2many,65.0943,65.7143,0,0.00,0
ENSG00000211675,IGLC1,ENSMUSG00000106039,Iglc4,Boreoeutheria,ortholog_many2many,66.0377,67.3077,0,0.00,0
ENSG00000211675,IGLC1,ENSMUSG00000105906,Iglc1,Boreoeutheria,ortholog_many2many,71.6981,71.6981,0,0.00,0
ENSG00000211675,IGLC1,ENSMUSG00000076937,Iglc2,Boreoeutheria,ortholog_many2many,63.2075,63.8095,0,100.00,1
ENSG00000175329,ISX,ENSMUSG00000031621,Isx,Euarchontoglires,ortholog_one2one,47.3469,47.9339,50,100.00,0
ENSG00000100294,MCAT,ENSMUSG00000048755,Mcat,Eutheria,ortholog_one2one,73.5897,75.3281,100,100.00,1
ENSG00000088298,EDEM2,ENSMUSG00000038312,Edem2,Euarchontoglires,ortholog_one2one,93.5986,93.7608,100,100.00,1
ENSG00000182541,LIMK2,ENSMUSG00000020451,Limk2,Euarchontoglires,ortholog_one2one,92.9467,92.9467,100,100.00,1
ENSG00000156284,CLDN8,ENSMUSG00000050520,Cldn8,Euarchontoglires,ortholog_one2one,82.6667,82.6667,100,100.00,1
ENSG00000222018,C21orf140,ENSMUSG00000051728,Fam243,Euarchontoglires,ortholog_one2one,70.5179,70.5179,100,100.00,1
ENSG00000124151,NCOA3,ENSMUSG00000027678,Ncoa3,Euarchontoglires,ortholog_one2one,82.7247,83.9629,100,98.66,1
ENSG00000133103,COG6,ENSMUSG00000027742,Cog6,Euarchontoglires,ortholog_one2one,91.0198,91.0198,75,100.00,1
ENSG00000100170,SLC5A1,ENSMUSG00000011034,Slc5a1,Euarchontoglires,ortholog_one2one,87.9518,87.8195,50,100.00,1
ENSG00000183943,PRKX,ENSMUSG00000035725,Prkx,Eutheria,ortholog_one2one,76.8156,77.4648,0,85.19,1
ENSG00000142149,HUNK,ENSMUSG00000053414,Hunk,Euarchontoglires,ortholog_one2one,92.1569,92.1569,100,100.00,1
ENSG00000154642,C21orf91,ENSMUSG00000022864,D16Ertd472e,Euarchontoglires,ortholog_one2one,80.4714,82.4138,100,100.00,1
ENSG00000176177,ENTHD1,ENSMUSG00000050439,Enthd1,Euarchontoglires,ortholog_one2one,55.3542,54.3689,100,100.00,1
ENSG00000128342,LIF,ENSMUSG00000034394,Lif,Euarchontoglires,ortholog_one2one,79.703,79.3103,100,100.00,1
ENSG00000159256,MORC3,ENSMUSG00000039456,Morc3,Euarchontoglires,ortholog_one2one,82.6411,82.3779,100,100.00,1
ENSG00000102738,MRPS31,ENSMUSG00000031533,Mrps31,Euarchontoglires,ortholog_one2one,64.8101,66.6667,25,100.00,1
ENSG00000077942,FBLN1,ENSMUSG00000006369,Fbln1,Euarchontoglires,ortholog_one2one,84.9218,84.6809,100,100.00,1
ENSG00000102802,MEDAG,ENSMUSG00000029659,Medag,Eutheria,ortholog_one2one,91.0891,91.0891,100,100.00,1
ENSG00000125363,AMELX,ENSMUSG00000031354,Amelx,Euarchontoglires,ortholog_one2one,86.3874,75.3425,100,98.31,1
ENSG00000134871,COL4A2,ENSMUSG00000031503,Col4a2,Euarchontoglires,ortholog_one2one,83.5864,83.8313,100,100.00,1
ENSG00000196433,ASMT,ENSMUSG00000093806,Asmt,Euarchontoglires,ortholog_one2one,46.3807,44.7028,0,25.44,0
ENSG00000159086,PAXBP1,ENSMUSG00000022974,Paxbp1,Euarchontoglires,ortholog_one2one,95.3108,95.1034,100,100.00,1
ENSG00000124089,MC3R,ENSMUSG00000038537,Mc3r,Euarchontoglires,ortholog_one2one,88.8545,88.8545,100,100.00,1
ENSG00000101425,BPI,ENSMUSG00000052922,Bpi,Euarchontoglires,ortholog_one2one,53.6232,53.2922,100,100.00,1
ENSG00000124126,PREX1,ENSMUSG00000039621,Prex1,Euarchontoglires,ortholog_one2one,90.3556,90.8485,100,100.00,1
ENSG00000146950,SHROOM2,ENSMUSG00000045180,Shroom2,Euarchontoglires,ortholog_one2one,63.8614,69.4015,25,100.00,1
ENSG00000133121,STARD13,ENSMUSG00000016128,Stard13,Euarchontoglires,ortholog_one2one,89.4879,87.9859,50,100.00,1
ENSG00000100307,CBX7,ENSMUSG00000053411,Cbx7,Euarchontoglires,ortholog_one2one,88.4462,88.4462,100,100.00,1
ENSG00000205929,C21orf62,ENSMUSG00000039851,4932438H23Rik,Euarchontoglires,ortholog_one2one,68.0365,64.7826,100,100.00,1
ENSG00000100344,PNPLA3,ENSMUSG00000041653,Pnpla3,Euarchontoglires,ortholog_one2one,57.1726,71.6146,100,92.84,1
ENSG00000205726,ITSN1,ENSMUSG00000022957,Itsn1,Euarchontoglires,ortholog_one2one,94.8867,94.9971,100,100.00,1
ENSG00000186976,EFCAB6,ENSMUSG00000022441,Efcab6,Euarchontoglires,ortholog_one2one,65.7562,65.1055,100,100.00,1
ENSG00000124212,PTGIS,ENSMUSG00000017969,Ptgis,Boreoeutheria,ortholog_one2one,80,78.5855,100,92.08,1
ENSG00000205755,CRLF2,ENSMUSG00000033467,Crlf2,Euarchontoglires,ortholog_one2one,33.4232,34.5404,25,8.17,0
ENSG00000184564,SLITRK6,ENSMUSG00000045871,Slitrk6,Euarchontoglires,ortholog_one2one,89.1796,89.2857,100,100.00,1
ENSG00000177138,FAM9B,ENSMUSG00000079577,Gm14692,Euarchontoglires,ortholog_many2many,16.129,13.1004,0,0.00,0
ENSG00000177138,FAM9B,ENSMUSG00000079578,Gm1140,Euarchontoglires,ortholog_many2many,16.129,13.1004,0,0.00,0
ENSG00000177138,FAM9B,ENSMUSG00000072479,Xlr5b,Euarchontoglires,ortholog_many2many,16.129,12.7119,0,0.00,0
ENSG00000177138,FAM9B,ENSMUSG00000067764,Xlr5c,Euarchontoglires,ortholog_many2many,16.129,12.7119,0,0.00,0
ENSG00000177138,FAM9B,ENSMUSG00000058328,Xlr5a,Euarchontoglires,ortholog_many2many,15.5914,12.2881,0,0.00,0
ENSG00000184226,PCDH9,ENSMUSG00000055421,Pcdh9,Amniota,ortholog_one2one,98.2215,98.2215,100,100.00,1
ENSG00000004961,HCCS,ENSMUSG00000031352,Hccs,Euarchontoglires,ortholog_one2one,85.4478,84.1912,50,100.00,1
ENSG00000182621,PLCB1,ENSMUSG00000051177,Plcb1,Euarchontoglires,ortholog_one2one,97.3684,97.3684,100,100.00,1
ENSG00000054611,TBC1D22A,ENSMUSG00000051864,Tbc1d22a,Euarchontoglires,ortholog_one2one,89.7486,89.9225,100,100.00,1
ENSG00000183304,FAM9A,ENSMUSG00000079577,Gm14692,Euarchontoglires,ortholog_many2many,9.03614,13.1004,0,14.36,0
ENSG00000183304,FAM9A,ENSMUSG00000079578,Gm1140,Euarchontoglires,ortholog_many2many,9.03614,13.1004,0,0.00,0
ENSG00000183304,FAM9A,ENSMUSG00000072479,Xlr5b,Euarchontoglires,ortholog_many2many,10.5422,14.8305,0,0.00,0
ENSG00000183304,FAM9A,ENSMUSG00000067764,Xlr5c,Euarchontoglires,ortholog_many2many,10.5422,14.8305,0,0.00,0
ENSG00000183304,FAM9A,ENSMUSG00000058328,Xlr5a,Euarchontoglires,ortholog_many2many,10.241,14.4068,0,0.00,0
ENSG00000102580,DNAJC3,ENSMUSG00000022136,Dnajc3,Euarchontoglires,ortholog_one2one,96.8254,96.8254,100,100.00,1
ENSG00000101955,SRPX,ENSMUSG00000090084,Srpx,Euarchontoglires,ortholog_one2one,92.6724,92.6724,100,100.00,1
ENSG00000283199,C13orf46,ENSMUSG00000031452,1700029H14Rik,Euarchontoglires,ortholog_one2one,53.3019,47.0833,100,96.63,0
ENSG00000242715,CCDC169,ENSMUSG00000048655,Ccdc169,Euarchontoglires,ortholog_one2one,71.028,71.028,100,100.00,1
ENSG00000126010,GRPR,ENSMUSG00000031364,Grpr,Euarchontoglires,ortholog_one2one,90.1042,90.1042,50,100.00,1
ENSG00000177324,BEND2,ENSMUSG00000108981,Gm15262,Chordata,ortholog_many2many,2.25282,2.47253,100,89.76,0
ENSG00000147027,TMEM47,ENSMUSG00000025666,Tmem47,Euarchontoglires,ortholog_one2one,98.895,98.895,100,100.00,1
ENSG00000185915,KLHL34,ENSMUSG00000047485,Klhl34,Euarchontoglires,ortholog_one2one,81.677,81.677,100,100.00,1
ENSG00000100426,ZBED4,ENSMUSG00000034333,Zbed4,Euarchontoglires,ortholog_one2one,82.7498,82.9623,100,100.00,1
ENSG00000056487,PHF21B,ENSMUSG00000016624,Phf21b,Eutheria,ortholog_one2one,80.791,88.0903,100,98.74,1
ENSG00000091482,SMPX,ENSMUSG00000041476,Smpx,Eutheria,ortholog_one2one,81.8182,84.7059,100,100.00,1
ENSG00000149970,CNKSR2,ENSMUSG00000025658,Cnksr2,Euarchontoglires,ortholog_one2one,98.5493,98.7403,100,100.00,1
ENSG00000132950,ZMYM5,ENSMUSG00000040123,Zmym5,Euarchontoglires,ortholog_one2one,64.1256,68.4211,100,100.00,1
ENSG00000182968,SOX1,ENSMUSG00000096014,Sox1,Boreoeutheria,ortholog_one2one,99.4885,99.4885,100,100.00,1
ENSG00000175664,TEX26,ENSMUSG00000029660,Tex26,Euarchontoglires,ortholog_one2one,58.1315,56.7568,100,100.00,1
ENSG00000100373,UPK3A,ENSMUSG00000022435,Upk3a,Eutheria,ortholog_one2one,83.6237,83.6237,100,100.00,1
ENSG00000041515,MYO16,ENSMUSG00000039057,Myo16,Euarchontoglires,ortholog_one2one,76.2234,74.6743,100,99.42,1
ENSG00000100316,RPL3,ENSMUSG00000060036,Rpl3,Euteleostomi,ortholog_one2one,98.5112,98.5112,100,100.00,1
ENSG00000054803,CBLN4,ENSMUSG00000067578,Cbln4,Euarchontoglires,ortholog_one2one,95.5224,96.9697,100,100.00,1
ENSG00000054793,ATP9A,ENSMUSG00000027546,Atp9a,Euarchontoglires,ortholog_one2one,97.8032,92.6697,100,97.89,1
ENSG00000187498,COL4A1,ENSMUSG00000031502,Col4a1,Euarchontoglires,ortholog_one2one,90.7729,90.7729,100,100.00,1
